elec_id,country,year,presidential,date,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,multi,seats,tier1_avemag,tier1_districts,tier2_districts,tier3_districts,tier4_districts,enep,enep1,enpp,enpp1,dd_democracy,bmr_democracy,fh_democracy,p5_democracy,vd_polyarchy,tier1_EffElecThrsh
L-CHL-1953-3-1,Chile,1953,0,"March 01, 1953",2.0,9.0,25.0,,,,0.0,147.0,5.25,28.0,0.0,0.0,0.0,11.56,11.88,9.02,9.02,1,1.0,,0.0,0,0.12
L-CHL-1957-3-3,Chile,1957,0,"March 03, 1957",2.0,9.0,25.0,,,,0.0,147.0,5.25,28.0,0.0,0.0,0.0,8.59,8.62,6.74,6.75,1,1.0,,0.0,0,0.12
L-CHL-1973-3-4,Chile,1973,0,"March 04, 1973",2.0,9.0,25.0,,,,0.0,150.0,5.36,28.0,0.0,0.0,0.0,5.3,5.3,5.12,5.18,1,0.0,0.0,0.0,0,0.11792452830188678
L-COL-1947-3-16,Colombia,1947,0,"March 16, 1947",2.0,9.0,13.0,,,,0.0,131.0,8.19,16.0,0.0,0.0,0.0,2.01,2.01,1.97,1.97,1,1.0,,0.0,0,0.08161044613710555
L-COL-1949-6-5,Colombia,1949,0,"June 05, 1949",2.0,9.0,13.0,,,,0.0,132.0,8.25,16.0,0.0,0.0,0.0,2.01,2.01,2.0,2.0,1,0.0,,0.0,0,0.08108108108108109
L-COL-1958-3-16,Colombia,1958,0,"March 16, 1958",2.0,9.0,13.0,,,,0.0,148.0,8.71,17.0,0.0,0.0,0.0,2.43,2.43,2.65,2.65,1,1.0,,1.0,0,0.0772399588053553
L-COL-1960-3-20,Colombia,1960,0,"March 20, 1960",2.0,9.0,13.0,,,,0.0,152.0,8.44,18.0,0.0,0.0,0.0,3.44,3.44,3.56,3.56,1,1.0,,1.0,0,0.07944915254237289
L-COL-1962-3-18,Colombia,1962,0,"March 18, 1962",2.0,9.0,13.0,,,,0.0,184.0,10.22,18.0,0.0,0.0,0.0,3.96,3.96,4.02,4.02,1,1.0,,1.0,0,0.06684491978609625
L-COL-1964-3-15,Colombia,1964,0,"March 15, 1964",2.0,9.0,13.0,,,,0.0,184.0,9.68,19.0,0.0,0.0,0.0,3.76,3.76,3.75,3.75,1,1.0,,1.0,0,0.0702247191011236
L-COL-1966-3-20,Colombia,1966,0,"March 20, 1966",2.0,9.0,13.0,,,,0.0,190.0,8.26,23.0,0.0,0.0,0.0,4.45,4.45,4.43,4.43,1,1.0,,1.0,0,0.08099352051835854
L-COL-1968-3-17,Colombia,1968,0,"March 17, 1968",2.0,9.0,13.0,,,,0.0,204.0,8.5,24.0,0.0,0.0,0.0,4.12,4.12,4.24,4.24,1,1.0,,1.0,0,0.07894736842105263
L-COL-1970-4-19,Colombia,1970,0,"April 19, 1970",2.0,9.0,13.0,,,,0.0,210.0,8.75,24.0,0.0,0.0,0.0,5.88,5.9,5.91,5.91,1,1.0,,1.0,0,0.07692307692307693
L-COL-1974-4-21,Colombia,1974,0,"April 21, 1974",2.0,9.0,13.0,,,,0.0,199.0,8.29,24.0,0.0,0.0,0.0,2.37,2.37,2.29,2.29,1,1.0,1.0,1.0,0,0.08073196986006459
L-COL-1978-2-26,Colombia,1978,0,"February 26, 1978",2.0,9.0,13.0,,,,0.0,199.0,8.29,24.0,0.0,0.0,0.0,2.17,2.17,2.06,2.06,1,1.0,1.0,1.0,0,0.08073196986006459
L-COL-1982-3-14,Colombia,1982,0,"March 14, 1982",2.0,9.0,13.0,,,,0.0,199.0,7.96,25.0,0.0,0.0,0.0,2.08,2.08,1.98,1.98,1,1.0,1.0,1.0,0,0.08370535714285714
L-COL-1986-3-9,Colombia,1986,0,"March 09, 1986",2.0,9.0,13.0,,,,0.0,199.0,7.96,25.0,0.0,0.0,0.0,2.66,2.685,2.45,2.47,1,1.0,1.0,1.0,0,0.08370535714285714
L-COL-1990-3-11,Colombia,1990,0,"March 11, 1990",2.0,9.0,13.0,,,,0.0,199.0,7.96,25.0,0.0,0.0,0.0,2.2,2.23,2.17,2.2,1,1.0,0.0,1.0,0,0.08370535714285714
L-COL-1991-10-27,Colombia,1991,0,"October 27, 1991",2.0,9.0,13.0,,,,0.0,161.0,4.88,33.0,0.0,0.0,0.0,3.3,3.33,2.99,3.0,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-1994-3-13,Colombia,1994,0,"March 13, 1994",2.0,9.0,13.0,,,,0.0,163.0,4.88,33.0,0.0,0.0,0.0,2.64,2.67,2.75,2.79,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-1998-3-8,Colombia,1998,0,"March 08, 1998",2.0,9.0,13.0,,,,0.0,161.0,4.88,33.0,0.0,0.0,0.0,3.5,3.9,3.16,3.18,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-2002-3-10,Colombia,2002,0,"March 10, 2002",2.0,9.0,13.0,,,,0.0,166.0,4.88,33.0,0.0,0.0,0.0,5.4,8.63911606481599,6.36,7.1702012005848,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-2006-3-12,Colombia,2006,0,"March 12, 2006",2.0,9.0,25.0,,,,0.0,163.0,4.88,33.0,0.0,0.0,0.0,8.58,8.76615407698557,7.19,7.19,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-2010-3-14,Colombia,2010,0,"March 14, 2010",2.0,9.0,25.0,,,,0.0,164.0,4.88,33.0,0.0,0.0,0.0,5.96,5.96773598810093,4.95,4.95,1,1.0,0.0,1.0,1,0.12755102040816327
L-COL-2014-3-9,Colombia,2014,0,"March 09, 2014",2.0,9.0,25.0,,,,0.0,166.0,5.03,33.0,0.0,0.0,0.0,8.181939,8.181939,5.403018,5.403018,1,1.0,0.0,1.0,1,0.12437810945273631
L-COL-2018-3-11,Colombia,2018,0,"March 11, 2018",2.0,9.0,25.0,,,,0.0,166.0,5.03,33.0,0.0,0.0,0.0,8.15980155362622,8.26774257556717,6.15735805330243,6.15735805330243,1,,0.0,1.0,1,0.12437810945273631
L-COM-1992-11-22,Comoros,1992,0,"November 22, 1992",1.0,2.0,4.0,,,,0.0,42.0,1.0,42.0,0.0,0.0,0.0,14.89,17.37,5.29,11.7,1,0.0,0.0,0.0,0,0.375
L-COM-1993-12-12,Comoros,1993,0,"December 12, 1993",1.0,2.0,4.0,,,,0.0,42.0,1.0,42.0,0.0,0.0,0.0,-99.0,-99.0,2.16,2.16,1,0.0,0.0,0.0,0,0.375
L-COM-2004-4-18,Comoros,2004,0,"April 18, 2004",1.0,2.0,4.0,,,,0.0,33.0,1.0,18.0,0.0,0.0,0.0,-99.0,-99.0,1.8,-99.0,1,0.0,0.0,1.0,0,0.375
L-COM-2009-12-6,Comoros,2009,0,"December 06, 2009",1.0,2.0,4.0,,,,0.0,33.0,1.0,24.0,0.0,0.0,0.0,-99.0,-99.0,1.99,-99.0,1,1.0,0.0,1.0,1,0.375
L-COM-2015-1-25,Comoros,2015,0,"January 25, 2015",1.0,2.0,4.0,,,,0.0,33.0,1.0,24.0,0.0,0.0,0.0,4.052406,4.052406,4.363636,4.363636,1,1.0,0.0,1.0,0,0.375
L-COM-2020-1-19,Comoros,2020,0,"January 19, 2020",1.0,2.0,4.0,,,,0.0,33.0,1.38,24.0,0.0,0.0,0.0,2.13217343098688,2.67720414217025,1.41176470588235,1.42574257425743,1,,0.0,,0,0.31512605042016806
L-CON-1963-12-8,Congo,1963,0,"December 08, 1963",1.0,6.0,9.0,,,,0.0,55.0,9.17,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.0,,0.0,0,0.07374631268436578
L-CON-1992-6-24,Congo,1992,0,"June 24, 1992",1.0,2.0,4.0,,,,0.0,125.0,1.0,125.0,0.0,0.0,0.0,-99.0,-99.0,5.47,5.54,1,0.0,0.0,0.0,0,0.375
L-CON-1993-5-2,Congo,1993,0,"May 02, 1993",1.0,2.0,4.0,,,,0.0,125.0,1.0,125.0,0.0,0.0,0.0,-99.0,-99.0,4.62,4.63,1,0.0,0.0,0.0,0,0.375
L-COS-1948-2-8,Costa Rica,1948,0,"February 08, 1948",2.0,9.0,13.0,,,,0.0,45.0,6.43,7.0,0.0,0.0,0.0,-99.0,-99.0,1.67,1.67,1,0.0,,0.0,0,0.1009421265141319
L-CRO-1992-8-2,Croatia,1992,0,"August 02, 1992",3.0,12.0,1.0,25.0,,,1.0,138.0,1.0,60.0,1.0,0.0,0.0,4.19,4.205,2.69,2.7,1,0.0,0.0,0.0,0,0.375
L-CRO-1995-10-29,Croatia,1995,0,"October 29, 1995",3.0,12.0,1.0,25.0,,,1.0,127.0,1.0,28.0,1.0,0.0,0.0,3.77,3.785,2.63,2.64,1,0.0,0.0,0.0,0,0.375
L-CUB-1946-6-1,Cuba,1946,0,"June 01, 1946",2.0,9.0,12.0,,,,0.0,66.0,11.0,6.0,0.0,0.0,0.0,-99.0,-99.0,3.64,3.64,1,1.0,,0.0,0,0.0625
L-CUB-1948-6-1,Cuba,1948,0,"June 01, 1948",2.0,9.0,12.0,,,,0.0,70.0,11.67,6.0,0.0,0.0,0.0,-99.0,-99.0,3.88,3.88,1,1.0,,0.0,0,0.05919494869771113
L-CUB-1950-6-1,Cuba,1950,0,"June 01, 1950",2.0,9.0,12.0,,,,0.0,66.0,11.0,6.0,0.0,0.0,0.0,-99.0,-99.0,4.17,4.17,1,1.0,,0.0,0,0.0625
L-CYP-1981-5-24,Greek Cyprus,1981,0,"May 24, 1981",2.0,9.0,12.0,,,,0.0,35.0,8.33,6.0,0.0,0.0,0.0,3.90811811098922,3.90817920549296,3.39335180055402,3.39335180055402,0,1.0,0.0,1.0,1,0.08038585209003216
L-DEN-1981-12-8,Denmark,1981,0,"December 08, 1981",2.0,9.0,27.0,13.0,,,1.0,179.0,7.94,17.0,1.0,0.0,0.0,5.76,5.76,5.47,5.47,1,1.0,0.0,1.0,1,0.08389261744966442
L-DMA-1980-7-21,Dominica,1980,0,"July 21, 1980",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.95,2.96,1.48,1.49,1,1.0,1.0,0.0,0,0.375
L-DMA-1985-7-1,Dominica,1985,0,"July 01, 1985",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.1,2.11,1.76,1.76,1,1.0,1.0,0.0,0,0.375
L-DMA-1990-5-28,Dominica,1990,0,"May 28, 1990",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.69,2.69,2.55,2.55,1,1.0,1.0,0.0,0,0.375
L-DMA-1995-6-12,Dominica,1995,0,"June 12, 1995",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.99,2.99,2.58,2.58,1,1.0,1.0,0.0,0,0.375
L-DMA-2000-1-21,Dominica,2000,0,"January 21, 2000",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.55,2.55,2.38,2.38,1,1.0,1.0,0.0,0,0.375
L-DMA-2005-5-5,Dominica,2005,0,"May 05, 2005",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.16,2.16033602771806,2.11,2.11507199981772,1,1.0,1.0,0.0,0,0.375
L-DMA-2009-12-18,Dominica,2009,0,"December 18, 2009",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,2.01,2.01045471689572,1.45,1.45,1,1.0,1.0,0.0,0,0.375
L-DMA-2014-12-8,Dominica,2014,0,"December 08, 2014",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,1.96036,1.96036,1.689655,1.689655,1,1.0,1.0,0.0,0,0.375
L-DMA-2019-12-6,Dominica,2019,0,"December 06, 2019",1.0,1.0,1.0,,,,0.0,21.0,1.0,21.0,0.0,0.0,0.0,1.93723363037582,1.93723363037582,1.32432432432432,1.32432432432432,1,,1.0,,0,0.375
L-DOM-1966-6-1,Dominican Republic,1966,0,"June 01, 1966",2.0,9.0,25.0,,,,0.0,74.0,2.47,27.0,0.0,0.0,0.0,2.2,2.2,1.84,1.84,1,1.0,,0.0,0,0.21613832853025935
L-DOM-1970-5-16,Dominican Republic,1970,0,"May 16, 1970",2.0,9.0,25.0,,,,0.0,74.0,2.74,27.0,0.0,0.0,0.0,2.9,2.9,2.3,2.3,1,1.0,,0.0,0,0.20053475935828877
L-DOM-1974-5-16,Dominican Republic,1974,0,"May 16, 1974",2.0,9.0,25.0,,,,0.0,91.0,3.37,27.0,0.0,0.0,0.0,1.35,1.35,1.12,1.12,1,1.0,0.0,0.0,0,0.17162471395881007
L-DOM-1978-5-16,Dominican Republic,1978,0,"May 16, 1978",2.0,9.0,25.0,,,,0.0,91.0,3.37,27.0,0.0,0.0,0.0,2.23,2.24,1.99,1.99,1,1.0,1.0,0.0,0,0.17162471395881007
L-DOM-1990-5-16,Dominican Republic,1990,0,"May 16, 1990",2.0,9.0,25.0,,,,0.0,120.0,4.0,30.0,0.0,0.0,0.0,3.22,3.23,3.05,3.05,1,1.0,1.0,0.0,0,0.15
L-DOM-1994-5-16,Dominican Republic,1994,0,"May 16, 1994",2.0,9.0,25.0,,,,0.0,120.0,4.0,30.0,0.0,0.0,0.0,2.71,2.71,2.43,2.43,1,1.0,0.0,0.0,0,0.15
L-DOM-2016-5-15,Dominican Republic,2016,0,"May 15, 2016",2.0,9.0,25.0,,,,0.0,190.0,5.9375,32.0,0.0,0.0,0.0,4.311624,4.311624,2.655583,2.655583,1,,0.0,1.0,1,0.10810810810810811
L-DOM-2020-7-5,Dominican Republic ,2020,0,"July 05, 2020",2.0,9.0,25.0,,,,0.0,190.0,5.94,32.0,0.0,0.0,0.0,3.65141703461996,3.65141703461996,2.75320317266626,2.75320317266626,1,,0.0,,1,0.10806916426512968
L-ECU-1979-4-29,Ecuador,1979,0,"April 29, 1979",2.0,9.0,13.0,13.0,,,1.0,69.0,2.85,20.0,1.0,0.0,0.0,6.4,6.4,3.95,3.95,1,1.0,1.0,1.0,0,0.19480519480519481
L-ECU-1996-5-19,Ecuador,1996,0,"May 19, 1996",2.0,9.0,13.0,13.0,,,1.0,82.0,3.33,21.0,1.0,0.0,0.0,6.43,6.43,5.11,5.11,1,1.0,0.0,1.0,1,0.17321016166281755
L-ECU-2002-10-20,Ecuador,2002,0,"October 20, 2002",2.0,9.0,25.0,,,,0.0,99.0,4.5,22.0,0.0,0.0,0.0,-99.0,-99.0,7.19,7.19,1,0.0,0.0,1.0,1,0.13636363636363635
L-ECU-2006-10-15,Ecuador,2006,0,"October 15, 2006",2.0,9.0,25.0,,,,0.0,99.0,4.5,22.0,0.0,0.0,0.0,6.11,6.39214810994428,5.57,5.57,1,1.0,0.0,1.0,1,0.13636363636363635
L-ECU-2009-4-26,Ecuador,2009,0,"April 26, 2009",2.0,9.0,26.0,26.0,,,1.0,124.0,4.29,24.0,1.0,0.0,0.0,3.86,3.86,3.46,3.46,1,1.0,0.0,0.0,1,0.14177693761814744
L-ECU-2013-2-17,Ecuador,2013,0,"February 17, 2013",2.0,9.0,25.0,26.0,,,1.0,137.0,5.71,24.0,0.0,0.0,0.0,3.26423,3.26423,1.754544,1.754544,1,1.0,0.0,0.0,1,0.11177347242921014
L-ECU-2017-2-19,Ecuador,2017,0,"February 19, 2017",2.0,9.0,25.0,26.0,,,1.0,137.0,3.74,31.0,1.0,0.0,0.0,4.44310894463144,4.44310894463144,2.71896276981023,2.71896276981023,1,,0.0,0.0,1,0.1582278481012658
L-ECU-2021-2-7,Ecuador,2021,0,"February 07, 2021",2.0,9.0,25.0,26.0,,,1.0,137.0,3.74,31.0,1.0,0.0,0.0,5.75612451648554,5.94346575375033,4.58339438339438,4.63890261987148,1,,0.0,,0,0.1582278481012658
L-EST-1992-9-20,Estonia,1992,0,"September 20, 1992",2.0,9.0,12.0,25.0,,,1.0,101.0,8.42,12.0,1.0,0.0,0.0,8.72,8.865,5.9,5.9,1,1.0,0.0,1.0,0,0.07961783439490445
L-ETM-2007-6-30,East Timor,2007,0,"June 30, 2007",2.0,9.0,25.0,,,,0.0,65.0,65.0,1.0,0.0,0.0,0.0,5.4,5.4,4.37,4.37,1,1.0,0.0,1.0,1,0.011363636363636364
L-ETM-2012-7-7,East Timor,2012,0,"July 07, 2012",2.0,9.0,25.0,,,,0.0,65.0,65.0,1.0,0.0,0.0,0.0,3.632171,3.632171,2.652228,2.652228,1,1.0,0.0,1.0,1,0.011363636363636364
L-FIJ-1972-4-15,Republic of Fiji,1972,0,"April 15, 1972",1.0,1.0,1.0,,,,0.0,52.0,1.0,52.0,0.0,0.0,0.0,2.22397174666293,2.24441701268096,1.8648275862069,1.8648275862069,0,1.0,1.0,1.0,1,0.375
L-FIJ-1977-3-19,Republic of Fiji,1977,0,"March 19, 1977",1.0,1.0,1.0,,,,0.0,52.0,1.0,52.0,0.0,0.0,0.0,2.38169524304009,2.38827072481628,2.15629984051037,2.15802075019952,0,1.0,1.0,1.0,1,0.375
L-FIJ-1977-9-17,Republic of Fiji,1977,0,"September 17, 1977",1.0,1.0,1.0,,,,0.0,52.0,1.0,52.0,0.0,0.0,0.0,2.68928534931127,2.68987128965879,1.8648275862069,1.86611456176674,0,1.0,1.0,1.0,1,0.375
L-FIJ-1982-7-10,Republic of Fiji,1982,0,"July 10, 1982",1.0,1.0,1.0,,,,0.0,52.0,1.0,52.0,0.0,0.0,0.0,2.2729590112301,2.27302974066208,2.12578616352201,2.12578616352201,0,1.0,1.0,1.0,1,0.375
L-FIJ-1992-3-23,Fiji,1992,0,"March 23, 1992",1.0,7.0,,,,,0.0,70.0,1.35,52.0,0.0,0.0,0.0,3.85,3.86497727500261,3.71,3.71929396901203,1,0.0,0.0,0.0,0,0.3191489361702127
L-FIJ-1994-2-18,Fiji,1994,0,"February 18, 1994",1.0,7.0,,,,,0.0,70.0,1.35,52.0,0.0,0.0,0.0,4.22,4.23815663908842,3.23,3.23,1,0.0,0.0,0.0,1,0.3191489361702127
L-FIJ-1999-5-8,Fiji,1999,0,"May 08, 1999",1.0,3.0,5.0,5.0,,,1.0,71.0,1.0,46.0,25.0,0.0,0.0,5.3,5.30078670242089,3.17,3.17,1,0.0,1.0,1.0,1,0.375
L-FRN-1946-11-10,France,1946,0,"November 10, 1946",2.0,9.0,25.0,,,,0.0,627.0,5.33,102.0,0.0,0.0,0.0,4.65,4.65,4.32,4.32,1,1.0,,1.0,0,0.11848341232227488
L-FRN-1981-6-14,France,1981,0,"June 14, 1981",1.0,2.0,2.0,,,,0.0,491.0,1.0,474.0,0.0,0.0,0.0,4.14,4.14,2.68,2.68,1,1.0,0.0,1.0,1,0.375
L-FSM-1991-3-5,"Micronesia, Federated States of",1991,0,"March 05, 1991",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,0.0,1.0,0.0,0,0.375
L-FSM-1993-3-2,"Micronesia, Federated States of",1993,0,"March 02, 1993",1.0,1.0,1.0,,,,0.0,14.0,1.0,10.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-1995-3-20,"Micronesia, Federated States of",1995,0,"March 20, 1995",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-1997-4-3,"Micronesia, Federated States of",1997,0,"April 03, 1997",1.0,1.0,1.0,,,,0.0,14.0,1.0,10.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-1999-3-2,"Micronesia, Federated States of",1999,0,"March 02, 1999",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2001-3-6,"Micronesia, Federated States of",2001,0,"March 06, 2001",1.0,1.0,1.0,,,,0.0,14.0,1.0,10.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2003-3-4,"Micronesia, Federated States of",2003,0,"March 04, 2003",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2005-3-8,"Micronesia, Federated States of",2005,0,"March 08, 2005",1.0,1.0,1.0,,,,0.0,14.0,1.0,10.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2007-3-6,"Micronesia, Federated States of",2007,0,"March 06, 2007",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2009-3-10,"Micronesia, Federated States of",2009,0,"March 10, 2009",1.0,1.0,1.0,,,,0.0,14.0,1.0,10.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2011-3-8,"Micronesia, Federated States of",2011,0,"March 08, 2011",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2013-3-5,Micronesia; Federated States of,2013,0,"March 05, 2013",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2015-3-3,Micronesia; Federated States of,2015,0,"March 03, 2015",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,,,,,1,1.0,1.0,0.0,0,0.375
L-FSM-2017-3-7,"Micronesia, Federated States of ",2017,0,"March 07, 2017",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,1.0,,1.0,,1,,1.0,0.0,0,0.375
L-FSM-2019-3-5,"Micronesia, Federated States of ",2019,0,"March 05, 2019",1.0,1.0,1.0,,,,0.0,14.0,1.0,14.0,0.0,0.0,0.0,1.0,,1.0,,1,,1.0,,0,0.375
L-GAM-1972-3-28,Republic of the Gambia,1972,0,"March 28, 1972",1.0,1.0,1.0,,,,0.0,32.0,1.0,32.0,0.0,0.0,0.0,2.14095169584784,2.35262564785429,1.2896725440806,1.29129886506936,0,1.0,1.0,1.0,0,0.375
L-GAM-1977-4-4,Republic of the Gambia,1977,0,"April 04, 1977",1.0,1.0,1.0,,,,0.0,35.0,1.0,35.0,0.0,0.0,0.0,1.85890882052235,1.86090134617603,1.41291810841984,1.41291810841984,0,1.0,1.0,1.0,0,0.375
L-GAM-1982-5-4,Republic of the Gambia,1982,0,"May 04, 1982",1.0,1.0,1.0,,,,0.0,35.0,1.0,35.0,0.0,0.0,0.0,2.24725161127941,2.3790321621358,1.60550458715596,1.65989159891599,0,1.0,0.0,1.0,0,0.375
L-GAM-1987-3-11,Republic of the Gambia,1987,0,"March 11, 1987",1.0,1.0,1.0,,,,0.0,36.0,1.0,36.0,0.0,0.0,0.0,2.44903413032741,2.4490413876484,1.32515337423313,1.32515337423313,0,1.0,0.0,1.0,0,0.375
L-GAM-1992-4-29,Republic of the Gambia,1992,0,"April 29, 1992",1.0,1.0,1.0,,,,0.0,36.0,1.0,36.0,0.0,0.0,0.0,2.7794665353202,2.82505962358962,1.92284866468843,1.94887218045113,0,1.0,1.0,1.0,0,0.375
L-GHA-1979-6-18,Ghana,1979,0,"June 18, 1979",1.0,1.0,1.0,,,,0.0,140.0,1.0,140.0,0.0,0.0,0.0,3.75,3.75,2.64,2.64,1,1.0,0.0,0.0,0,0.375
L-GHA-2000-12-7,Ghana,2000,0,"December 07, 2000",1.0,1.0,1.0,,,,0.0,200.0,1.0,200.0,0.0,0.0,0.0,2.65382885802692,2.66119694890576,2.16505385162102,2.16694938440493,0,1.0,1.0,0.0,1,0.375
L-GMY-1990-12-2,Germany,1990,0,"December 02, 1990",3.0,11.0,1.0,13.0,,,1.0,662.0,1.0,328.0,16.0,0.0,0.0,3.75,3.75,3.17,3.17,1,1.0,1.0,1.0,0,0.375
L-GNB-1994-7-3,Republic of Guinea-Bissau,1994,0,"July 03, 1994",2.0,9.0,25.0,,,,0.0,100.0,3.7,27.0,0.0,0.0,0.0,3.50163620955164,3.50163620955164,2.27998176014592,2.27998176014592,0,1.0,0.0,0.0,0,0.15957446808510636
L-GNB-1999-11-28,Guinea Bissau,1999,0,"November 28, 1999",2.0,9.0,25.0,,,,0.0,102.0,3.7,27.0,,,,-99.0,-99.0,3.6,3.6,1,0.0,0.0,0.0,0,0.15957446808510636
L-GNB-2004-3-28,Guinea Bissau,2004,0,"March 28, 2004",2.0,9.0,25.0,,,,0.0,102.0,3.7,27.0,0.0,0.0,0.0,4.08,4.55904815588243,2.82,2.82,1,0.0,0.0,0.0,0,0.15957446808510636
L-GNB-2008-11-16,Guinea Bissau,2008,0,"November 16, 2008",2.0,9.0,25.0,,,,0.0,102.0,3.7,27.0,0.0,0.0,0.0,2.97,3.12813219431161,1.89,1.89,1,0.0,0.0,1.0,0,0.15957446808510636
L-GNB-2014-4-13,Guinea Bissau,2014,0,"April 13, 2014",2.0,9.0,25.0,,,,0.0,102.0,3.7,27.0,0.0,0.0,0.0,2.965031,2.965031,2.122241,2.122241,1,0.0,0.0,1.0,0,0.15957446808510636
L-GNB-2019-3-10,Guinea Bissau,2019,0,"March 10, 2019",2.0,9.0,25.0,,,,0.0,102.0,3.7,27.0,0.0,0.0,0.0,4.38504174559742,4.52505068056762,3.05460951262478,3.05460951262478,1,,0.0,,1,0.15957446808510636
L-GRC-1946-3-31,Greece,1946,0,"March 31, 1946",2.0,9.0,15.0,15.0,15.0,,1.0,354.0,9.32,38.0,9.0,1.0,0.0,2.73,2.73,2.63,2.65,1,1.0,,1.0,0,0.07267441860465117
L-GRC-1950-3-5,Greece,1950,0,"March 05, 1950",2.0,9.0,15.0,15.0,15.0,,1.0,250.0,6.41,39.0,9.0,1.0,0.0,7.93,7.99,5.72,5.72,1,1.0,,0.0,0,0.10121457489878542
L-GRC-1951-9-9,Greece,1951,0,"September 09, 1951",2.0,9.0,15.0,15.0,15.0,,1.0,258.0,6.29,41.0,9.0,1.0,0.0,4.15,4.15,3.23,3.23,1,1.0,,0.0,0,0.102880658436214
L-GRC-1952-11-16,Greece,1952,0,"November 16, 1952",1.0,1.0,9.0,,,,0.0,300.0,3.03,99.0,0.0,0.0,0.0,2.7,2.715,1.45,1.45,1,1.0,,0.0,0,0.1861042183622829
L-GRC-1956-2-19,Greece,1956,0,"February 19, 1956",3.0,12.0,-88.0,,,,0.0,300.0,7.32,41.0,0.0,0.0,0.0,2.18,2.185,2.1,2.1,1,1.0,,0.0,0,0.09014423076923077
L-GRC-1958-5-11,Greece,1958,0,"May 11, 1958",2.0,9.0,15.0,13.0,,,1.0,300.0,5.45,55.0,9.0,0.0,0.0,3.52,3.52,2.44,2.44,1,1.0,,0.0,0,0.11627906976744186
L-GRC-1961-10-29,Greece,1961,0,"October 29, 1961",2.0,9.0,15.0,13.0,,,1.0,300.0,5.45,55.0,9.0,0.0,0.0,2.54,2.54,2.3,2.3,1,1.0,,0.0,0,0.11627906976744186
L-GRC-1963-11-3,Greece,1963,0,"November 03, 1963",2.0,9.0,15.0,12.0,13.0,,1.0,300.0,5.45,55.0,9.0,1.0,0.0,2.83,2.83,2.42,2.42,1,1.0,,0.0,0,0.11627906976744186
L-GRC-1964-2-16,Greece,1964,0,"February 16, 1964",2.0,9.0,15.0,12.0,13.0,,1.0,300.0,5.45,55.0,9.0,1.0,0.0,2.4,2.4,2.26,2.26,1,1.0,,0.0,0,0.11627906976744186
L-GRC-1974-11-17,Greece,1974,0,"November 17, 1974",2.0,9.0,15.0,12.0,13.0,13.0,1.0,300.0,5.14,56.0,9.0,1.0,1.0,2.75,2.75,1.73,1.73,1,1.0,1.0,0.0,0,0.1221498371335505
